TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Target
-0.9734551720331118,1.4187287564187532,-0.5453411695302809,-0.20324391627023072,0.006538180685523391,0
0.2706661397688934,1.3067317708685784,0.3074794081366491,-0.20324391627023072,2.2235300632425634,0
-0.5880060178589159,-1.4371943751107035,-0.9006830768915018,-0.20324391627023072,-1.0164517730007423,2
-0.3880327980328917,-1.0452049256850917,-1.3413070420194158,-0.20324391627023072,0.8928657263639098,0
-0.7052897444498879,-1.4931928678857909,0.748103373264563,-0.20324391627023072,-1.103798694326879,2
-0.9975371557297349,-0.42922150515913055,0.2790520555477515,-0.20324391627023072,2.110151108211543,0
-0.4329675122628247,1.250733278093491,2.4395308523039745,-0.20324391627023072,-0.587270635423007,1
-0.6569196545143025,0.35475739369209286,-0.4742727880580368,-0.20324391627023072,1.0277513000018996,0
1.7812695450583529,0.5787513647924424,0.008992205953223597,-0.20324391627023072,-1.0422120254022949,2
-0.9607786356792546,0.41075588646718025,-0.8580420480081553,-0.20324391627023072,0.6442781369003745,0
-0.36906952413769056,-1.3251973895605287,0.7623170495590118,-0.20324391627023072,-0.9122364630461776,2
0.6770023782334554,-1.1572019112352665,-0.11893088069681591,-0.20324391627023072,-0.8888504510869297,2
1.6637796959250417,-1.0452049256850917,0.0516332348365701,-0.20324391627023072,-1.2555834242880137,2
-0.44818622663886465,-1.4931928678857909,0.20798367407550727,-0.20324391627023072,-1.22731816874161,2
0.5771360064701411,-0.4852199979342179,0.1369152926032631,-0.20324391627023072,-0.4156638181406417,2
0.8875222014758325,-1.4371943751107035,0.5491119051422793,-0.20324391627023072,-1.0141672716680277,2
0.6715401308614682,-0.31722451960895576,1.6293513035203908,-0.20324391627023072,0.005963850384145144,1
-0.9576867975441674,0.802745335892792,-0.18999926216906007,-0.20324391627023072,0.7337223894163658,0
-0.7762989602857223,-1.4931928678857909,0.7054623443812165,-0.20324391627023072,0.37995030761468973,2
-0.8180731288664551,1.4747272491938406,-1.156529250191581,-0.20324391627023072,0.17029410786601204,0
-0.72720744145195,-0.37322301238404315,-0.3747770539968949,-0.20324391627023072,1.040840390129294,0
-0.8425330038907001,-0.31722451960895576,0.008992205953223597,-0.20324391627023072,0.9969297618194509,0
0.1662307183170613,-1.2691988967854413,0.32169308443109795,3.2123830099378146,-0.9446220257100585,2
-0.5218750355251079,-1.3251973895605287,-0.33213602511354845,-0.20324391627023072,-0.8091262261268541,2
-0.9961286516904173,1.1387362925433162,2.226325707887242,-0.20324391627023072,-0.3722993164120201,1
-0.17356229272901433,-1.213200404010354,0.5491119051422793,6.62800993614586,-1.131574230732375,1
-0.8833452672738502,-0.42922150515913055,-0.34634970140799726,-0.20324391627023072,-0.6154025642923048,2
-0.5840209820403593,-0.037232055733518836,1.1034452806257837,-0.20324391627023072,-0.8498677818808774,1
-0.8288945623392601,-0.9892064329100043,2.3258214419483836,-0.20324391627023072,-0.9576495804480191,1
-0.924604129498735,0.802745335892792,-1.41237542349166,-0.20324391627023072,0.8327174471673311,0
-0.8187602040075856,-0.8772094473598296,1.956265858292714,-0.20324391627023072,1.2145368466778343,1
0.3400950827801277,0.24276040814191807,0.6912486680867677,3.2123830099378146,1.1803103502800711,1
1.9937475324529514,-1.2691988967854413,0.43540249478668863,-0.20324391627023072,-1.2019168727784186,2
-0.14494561310093015,0.018766437041568544,-0.9859651346581948,-0.20324391627023072,2.4945319183072114,0
-0.5932621426885643,0.24276040814191807,-1.057033516130439,-0.20324391627023072,0.1738400846821111,0
-0.7534537118431341,-1.0452049256850917,0.36433411331444443,-0.20324391627023072,-1.0733053448880747,2
1.710329036736631,1.1947347853184036,-0.41741808288024146,1.5045695468337918,0.7251356386158483,0
0.1311555323623507,0.5787513647924424,1.3735051302203116,-0.20324391627023072,-1.0428504550676663,1
0.10655824230987984,1.0267393069931414,-0.005221470341225238,-0.20324391627023072,-0.1956440332215573,0
